comment,mark

Открытая тренировка Кузяева в самом центре Санкт-Петербурга*,1

Когда бабок народное достояние и на луне можно провести тренировку,1

немного видео с тренировки),1

"Теперь игры тоже там будут проходить, чтобы оффсайды были ещё незаметнее",1

"По газонам не ходить! 
Только бегать! 🥴",1

Зачем им тренеровки когда есть судьи как с цска,1

Мешок,0

Ай как сегодня хорош сенит🤣,1

А почему не где не сообщили?,1

Где кукуян?,1

"Заметили что обычному народу пофигу то, что тренируется Зенит? И где те слова что они народная команда?😁",1

Бомжей вывели погулять...а они нагадить успели.Где восторженные пасквили в сети ..на телевидении?как же бомжеокие повылазили,0

Я уж думал на Думской,1

СДАВАЙТЕСЬ пока не поздно!,1

"Сколько нытиков, ору",0

Фото бомжей,0

ну вот глубоко по х............на вонючих,0

"Вау Зенит , крутяк Зенит чемпион !!!",1

"Открытые проститутки, продажная шваль, немощные",0

"Цирк, в котором клоун со свистком...",0

Ох и воняет же там,0

"Б...ля,читаешь коментарии, и ах...еваешь.... Сколько злобы, желчи, зависти у людей. Лишь бы обоср@ть. Ну сыграли на улице, и что? Нет, москвабад опять бомбит...",0

"Вытоптали весь газон,кудесники мяча..",1

Админ очередной фанатик бомжей ?!,0

"клоуны, зенит не может хухуян поможет",0

Накуй этих бомжей вообще показывать,0

Пппффффф показуха то бл....,0

"Ваше имя гpязные 6омжи,гpязные 6омжи!Ваше имя гpязные 6омжи,гpязные 6омжи",0

"Они что , тренируются? Я думал , что в их случае деньги судьям носить",1

"Ахахах. Кукуян. Ну тут все понятно, можно ждать свистки в сторону Спартака. Этому судьишьке стоит в фнл идти судить",0

удачи....,1

"Играют спартак - динамо, а выиграет зенит..",1

"Крепких вам нервов, динамовцы
Соболезнуем всем Армейским Движем✊✊✊",1

"Так так, спартак выбился в лидеры??
Срочно кукуяна!",1

"Это что бы Спартак очки потерял, а Зенит на первое место вылез!",1

А Безбородова специально поставили на матч Ростова? Явно слить хотят с верхней части. Он чудил на матче с Химками то теперь и тут будет чудить,1

Опять подсуживать Спартаку будет,1

"Я же говорил ,что Спартак сейчас будут валить 😂😂😂😂😂😂😂😂",1

"победа динамо или ничья, бомжей надо на 1 место же вытаскивать",0

"Миллер дал отмашку тормозить Спартак, Кукуян взял под козырек.",1

Можно ставить хату,1

Пuзда обоим.,0

Безбородов😔🤦🏻,1

старостинские рабы уже начали плакать,0

Динамо Спартак КУку! 😂😂😂,1

"Ещё даже матч не начался — а свиньи уже ноют, что их засудили. Впрочем, ничего нового.

Всем адекватным болельщикам Спартака (и других команд) желаю удачи.",1

соболезную✊,1

Давайте судьёй назначим кого нибудь из минуты сдлавы😂😂😂😂😂,1

"Да, ЦСКА ноет после действий судьи, а Спартак начинает за 3 дня до матча! БОООООЖЕ СПАРТАК ХРАНИ",1

Пздц тут нытья 😂,0

"Вполне норм вариант, Кукуян отсудил ""Зенит"" - ""ЦСКА"" в прошлом туре вполне достойно, думаю и тут справится",1

"Не нойте, кони. Умейте проигрывать достойно. Оффсайд был",1

ФАКЕЛ CHAMPION,1

ТОП АРБИТР,1

"Динамо проиграет. Кукуян играет за Спартак, это давно было ясно.",1

Пусть Семак идет Торпедо спасать. Он там основную карьеру сделал.,1

Опять зенитовского назначили 😡😡😡,1

Он же зенитовский,1

Будет интересно.,1

Интересно в чью сторону в этом матче постелится))) скорее всего под Динамо так как Спартак на 1) а должен же быть Зенит🙈😄,1

Можно ставить на динамо,1

Ох уж эти конские горькие слезы,1

"Паша ,видимо, очень хорошо высматривает офсайд, вот его и ставят на второй матч тура подряд.",1

"расходимся, зенит выиграет",1

Хухуян всем покажет ещё,0

"Соболезную ментам и мясу... Лучше вообще без судьи,чем с этим",1

"Что не пост, то свинья НОЮТ везде, это уже какая то норма стала для них 🤣",0

Рабье в панике🤣,1

Ручной судья сенита,1

Кукуян продажный судья😉,0

"Мое мнение , такое , судить нужно так как играют , все по чесноку, будь то динамо , зенит , Спартак , да хоть Оренбург , что бы все было по делу, а то смотрят вар и потом все меняется так что ажжж плохо становится , все должно быть по честному , так футбол будет футболом , а не цирк , тьфу бл...",0

мои соболезнования,1

"Нормально он судит,",1

"🤣🤣🤣🤣🤣🤣🤣 Почему не Дюков с Миллером или Пу с Медведом, можно Беглова🤣🤣🤣🤣🤣 или Семак может, Зенит же не играет в это время вроде.",1

"А нам всё по юух, мы же сказали, что не будем жалоб катать на судейство 😁",0

"Всё Динамо 3 очка в копилку,деньги переведены Мы Зенит и мы счастливы 😁",1

Души Спартак как никак ),1

"Опять прозрачные намёки! Нет чтобы огласить весь список, так нет, обязательно надо кого-то подъебнуть💩😡",0

"Ясно... Будет пенка... Будет удаление... Будет 2 гола... И максимум приложат, что Спартак не выиграет",1

"Кукуян это спартаковский судья вроде,да?",1

"Спартак не надо закапывать, он сам себя закопает!!!!!",1

"Мерзкий кукуянище снова будет сливать нас для зенита. Какая мерзость и позор творится в РПЛ. Снова будет скандал с судейством и Варом, к бабке не ходи.",0

Ну как так то ? Что на Спартак на первом ) вызывайте кракена )) кукуяня,1

"Что за дичь в кубке участвует? Какая то фигня ,сейчас молодёжку Чертаново 3-0 вынесла,это печально,потому что показывает ,что проф футболисты ,которые намерены доказывать,что они стремятся куда то ,показали ,что они дно...печаль ,тоска вообщем...",0

Однозначно судья будет на первых полосах после матча,1

"Кукушка судить будет нас ну тут всё ясно победа Динамо , можно не смотреть матч отмены годов и левые пенки всё ясно расходимся",1

"Когда Спам заранее готовит отмазку , если проиграем Газпром купил , выйграем даже с купленным судьёй вас поимели , а ничья дак не доплатили денег судейке )",1

Динамо ждёт участь Сочи.....,1

Тут Спартак должен по-любому проиграть чтобы зенит вышел на чистое первое место поэтому поставлен топ судья пятого тура😹 не в обиду фанам спартака🤝,1

капец... РФС поставьте хоть раз норм судью на дерби,1

Кукуян судья за Зенит!,1

Почему нельзя ставит судей по жребию?,1

"7 тур 
Ростов - ЦСКА
Вы серьезно? 
То есть «Факел» - «Спартак» вам ни о чем не говорит? Это противостояние вообще годами собирает полный стадион и команды бьются так",1

"А че когда ЛЧ, ЛЕ? Ой, что то случилось же",1

"Выкладывай расписание как раньше в вк. Хер найдёшь, на сайте ужасное",0

9 тур надо было Ростов Спартак.. а не Сочи Динамо. Но может матч и так покажет..они же по 2-3 игры кажут. Тут просто матчи желания винлайна ),1

А вы и дальше его говном называйте,0

у гошева тоже 2,1

Правила футбола при игре зинита,1

"А как определяют кто на первом, Одоевский или Шунин?",1

Сколько бы Сафонов не пропустил - его вратарём тура сделают,1

Так здесь немаловажно что динамо в автобус играет.,1

А почему не делит?,1

Акинфеев лучший👍💯 красава! 🤘,1

Акинфеев всегда будет первым!),1

Игорь все равно лучший! ❤️💙,1

"О ничего се, дырка заиграла",0

Сафонов лучший🔥,1

"Ну что, ждём визга🤣🤣🤣",0

Свинов заслуживает быть здесь,1

Номер 1 — топ🔥,1

Красавчик!,1

Акинфеев 👍👍👍надеюсь и преть будет  тащить !!!,1

Как у Одоевского 3 матча???????,1

"Шестой тур в отношении двух первых ничего не изменит, а остальным будет под силу с ними поравняться😜☝🏻",1

Конечно Шунин!,1

Дядь Игорь ЛЕГЕНДА и всегда будет красаУчиком 👍👍👍👍👍👍👍👍👍👍👍,1

"Игорь, как всегда везде, лучший) кто бы что не говорил",1

#Шунинлегенда,1

"Удачи, Юра👏",1

Нет он в тигре !,1

Сейчас под Ганчаренко много кто захочет в Урал.,1

этому старпёруц ток в фнл пора доигрывать,0

Достойный игрок!,1

Юра легенда,1

Автор первого гола на ЧМ 2018,1

Спермaк позор футбола,0

Может встряхнёт шмелей. А то пока там один Бикфалви горбатится за всех.,1

"Ну красавчик Краснодаре неплохо показывал себя, Он для Урала ещё топ игрок",1

Хороший игрок многим клубам бы пригодился !,1

Дзюбу ещё бы в урал...,1

"Легенда,удачи",1

"Если у Вас кто-то спросит, как выглядит натянутая улыбка, покажите ему это фото.",1

Котлы зачётные,1

Как идиот в форме и с часами,0

Глупый,0

"Как же так, из ведущего полузаща превратился в ненужного никому, кроме дна....",0

Пошёл по наклонной...,1

Паспортисты туда сюда бегают...дети лимита,1

Дзюба в Урал давай),1

Вот это усиление,1

Ого... Удачи Амкалу,1

"Сейчас опять старперы налетят, которые ничего нового не принимают)

У нас каждый год в Кубке участвует примерно 10 любительских команд и никогда их так не хейтили. В Англии уже давно начали любительские команды пропихивать в дивизионы и Кубок, там уже года 3-4 назад команда медийная тоже дебютировала в профессиональном футболе. 

Время меняется, тренды тоже) Хуже от дебюта Амкала и 2DROTS не будет точно. + просмотры, + новая аудитория, одни плюсы короче.",1

Победа в 1/256 это разве не выход 1/128? Или там два матча?,1

Попадут потом на аутсайдера рпл 6омжей и вылетят,1

Удачи Амкал,1

Пройдут,1

До полуфинала поди вытянут!,1

Петухи не пройдут,0

"Закончили пиарить факел, нашли новую игрушку... Уже и танцуют и поют перед мячиками, а становится только тише... И на матчи команды вместо названия у которой имя ""Б.К"" Приходят 2000 человек, и это на матч с Ростовом на стадион в 40к, лига приколов... Дайте кубок бомжам и расходимся",0

"Да даже если пройдут, всё равно рано или поздно команда упрется в клуб уровня РПЛ и на этом всё",1

"Красавцы успехов и побед💪💪💪. А те кто их хаит, вам просто завидно",1

Вообще пофиг,0

Настолько пофиг что буду болеть за Тверь),0

Колхоз,0

Амкал это Амкар только без похода к логопеду?,1

"Амкал🙉🙉🙉🙉 то ли админ тупой, или мастурбирует много",0

А фил воронин чо не играл? Чо одни профики в составе были?,1

2drots - это что такое??????7смотрю они чертаново гоняют 3-0,1

Тверь вынесет их,1

Кукуян лучший,1

Чего же они не выдали перформанс когда от Зенита 5 и 3 пропускали 😂,1

"Ахаххахахахахахх,Худяков",1

Акинфеев лучше,1

"Перформансы Худякова и Ломаева, но в сборную тура ставят только распиаренного 🤡",1

"Лому и Худю, ждёт хорошее будущее",1

Нигматулин с Песьяковым покруче будут.,1

"Понимаю)
А где сейвы Шелии?",1

Ломаев!,1

Ломаев конечно лучший. Только сейвы Акенфеева это просто топ.,1

"У Худякова удар сложнее было отбивать, а у Ломаева слабый удар надо было отбивать, так как Камано ударил как пижон: медленно и слабо. Но два кипера хороши, что отбили пинальти, да и вообще ту игру хорошо сыграли. Но также сейвы Акинфеева вообще топ😍",1

Помазун и Худяков,1

"ну всейв худякова в ближний угол, вообще не стоит показывать, любой вратарь должен брать такое",1

ХИМКИ ЧЕМПИОН,1

Ломаев👍,1

Где селя?,1

Позор тура),1

#Зенитспартак???🤔,1

зенит - Спартак?,1

#бомженитСпартак ? Питерские совсем на Спартаке помешались🤣,0

"Матч тура Пари НН -РОСТОВ,а это средненькое",1

Проплаченная хрень!,0

"Ваше имя гpязные 6омжи,гpязные 6омжи!Ваше имя гpязные 6омжи,гpязные 6омжи",0

Позор мир РПЛ линии ЗЕНИТ - СПАРТАК ИЛИ ЗЕНИТ - ЦСКА ЭТО ПОЗОРИЩЕ.,0

"этот матч это часть стратегии, а результат всем известен, как бы кто не играл чемпион известен заранее",1

"Я жду когда Спартак - Зенит играть будет -просто интересно сколько после Матча ""Говна ""со стороны болельщиков Спартака будет?😜так как результат очивиден + 99% судить будет Карасев -а это 12 игрок Зенита",0

Причем тут Спартак?,1

"Пока что Зенит проигрывает инфррмационную войну московским клубам , надо действовать их же методами , и в СМИ и в других направлениях , нужно мониторить под микроскопом все их спорные моменты и решения судей и не только в очных встречах, но и в играх с другими клубами РПЛ и выносить судейские ошибки в публичные сети , на пример удвр локтем Дивеева голову в своей штрафной , а этот фол тянет на пенальти ! ☝☝☝",1

Мурзинка Спартак ?,1

"Ой эти два дебила, тут как тут",0

Отлично 💪🙂,1

Средне,1

Топ,1

Мы лучшие,1

Ха а Понту???,1

Меньше стало бей беги,1

"Больше быстрых передач в центре поля, больше движения, хорошее усиление 👍",1

"Отлично, ещё бы по воротам почаще попадали, тогда бы вообще замечательно",1

Топ,1

Убрать бы ещё тупого жадного индивидуалиста бульбу Кирилла Печенина вообще было бы супер 😂😂😂,0

ХИМКИ ЧЕМПИОН!!!!!,1

Прекрасно,1

Брат зенита,1

Олусегун и еще нигрийцы задохнутся бегать от аргентинцев)),1

Если мож задать такой вопрос то нас интересует как они там в жару в Оренбурге бегают,1

Посмотрим че он покажет в воскресенье),1

мне нравиться,1

Две бразильские тёлки,0

"В контексте того, что через сезон-два их возьмёт зенит - потянет.",1

Что за чел? И прям интересно почему был всего один кандидат),1

Поздравляем,1

Как всегда 1 кандидат был?😂,1

"Не избран, а назначен.",1

Единогласно? Так чел пришёл на инагурацию по сути. У него не было даже подставных кандидатов- конкурентов,1

"Красава, всех кандидатов обошел",1

Совок воссоздан,1

Дизлайк,1

"Это который сказал, что не видит возможностей для включения клубов из Крыма в РФС🤔",1

А где он играл )?,1

Это  тот кто не видит клубы Крыма в нашем чемпионате.... Спросить бы у него а Крым бл чей!!?? Очередной мафиозник у руля РФП😰,0

От перемены мест слагаемых …,1

Главное знайте что москвачкалинские гей клубы - позор рашкиного футбола.,0

Кто это вообще,1

"Это же тот чинуша, который тоже против принятия команд из Крыма в первенство России !",0

Теперь заживём!!!,1

До свидания,1

А кто до этого то был?🤣я забыл😬,1

Лига приколов,0

А Дюков кто?,1

"Наш футбол будет медленно и уверенно додыхать. Очередного манагера поставили, который только и будет деньги пилить",1

Очередной свиной или бомжей назначенец ?,0

А кто это вообще?,1

Шаляй-валяй)),1

"И че и че и че, Fan I’d отменит?",1

"Интересно комментаторы хоть раз в жизни брали или давали взятки, бросали мусор мимо урны, лгали и может даже не голосовали за Путина, ох умолкаю...",1

А почему не МИР рпл?)))😁,1

У него спросили чей Крым ?,1

"То чувство, когда голосуют все за одного кандидата) Где-то мы это уже проходили.",1

🤦‍♂️кто это,1

да включите клубы из Крыма в РФС,1

Что за лажа,0

А толку,1

Кто это?,1

"Кто это вообще? Дайте информацию , напишите статью про него",1

Скажите пожалуйста он вообще знает что такое футбол?,1

Так кроме него никого не было.,1

Колоскова назад верните,1

Трындец российскому футболу...,0

Че за хмырь??,0

А Крым Россия?,1

"Молодец! Остальные кандидаты были очень сильные, но выбрали единогласно🤣🤣",1

закрывайте вообще футбол тогда,1

А зарплата у него средняя по стране??? Очередной бездельник!!!!!,0

На долго ли🤣🤣🤣?,1

"Зенит 66:19 Спартак, ЦСКА, Локомотив, Динамо, Химки, Торпедо
2019/2020 – 2022/2023 РПЛ",1

Стоцкий ещё пенку заработал с Ростовом. Последние 3 игры полезные действия подряд.,1

"Ахахахахах даже тут пытаются ЦСКА не вносить в список 😂🤣 красавчики просто 😂🤣👍🏻 
У Медины вообщет 2 ассиста 😂🤣
Чем он хуже Промеса Стоцкого и Малкома ??? 🤣😂 по какому критерию их ставят выше ???",1

"Промес молорик, голы штампует и голевые раздает",1

"Уткин - воспитанник и первый в топе ассистов
Малком - 40 лямов и последний в списке👌",1

Гооол ),1

уткин машина,1

УткиньО,1

А где  Кривцов???,1

"Я конечно ничего против списка не имею,но составлен он через жопу,с тем же успехом и Медину вместо Стоцкого поставить можно,странно просто 🤔",0

У Соболева 4 голевые,1

Вдохновились?,1

"Посоветуйте нам достопримечательности в Ирландии, у нас там скоро игра за выход в ЛЕ",1

Вот это кремль,1

Онопыч везде)),1

"Нижний красивый город, есть,что посмотреть.",1

можно узнать в чём именно заключается красота голов Зенита и Химок?,1

Уткин=Бэкхем ),1

"После 5 туров сред посещаемость 11700.  Увы крошат среднюю 5 арен где фан айди введено. Ростов Нижний Екб Самара по 5000 ходит.  Сочи по 3500. И Спартак по 11500 ходит..но там бойкот фанки 10000 не доход + видимо и обычные болелы поддерживают бойкот недоходят.  Обычно с Оренбургом 25000 приходило.  С Сочи 30000
. Средняя 27500 могла быть.  Сейчас она 11500. Да и у Локо и Цска меньше чем обычно.  У Локо щас 7000.. обычно 15000.  У цска 10000. Обычно тысяч 17000.  Опять же фанки не ходят.  По моим подсчетам без фан айди и бойкотов.  Средняя могла быть по 19400 на игре после 5 туров. Даже Зенит просел 
. С КС пришло 27000.  Обычно 43000 ходило на такой матч.  С Локо 35000. .обычно тысяч 47-48.  С цска ок 51000 пришла.  Норма..но могло быть и все 60.  Средняя зенита сейчас 38000.  А могла быть ровно 50000 без бойкотов )",1

"В общем посещаемость просела у Ростова КС Пари НН Урала Сочи тут фан айди.  И Спартак Цска Локо и немного Зенит.  Тут бойкоты фанок .  У 9 команд минус.  Динамо норма ходит по 15-16 тысяч как и раньше.  На Краснодар по 25 как и раньше.. но у них меньше фанки.у динамо 2000 у краса 1000 не так влияет на среднюю как у спартака -10000 за воротами торсида ) и у цска и локо по - 5000 ультрас за воротами шизят ) Факел помогает по 18700 пока средняя , но там ждали давно рпл ажиотаж все понятно ) Ну и Ахмат свой чирик собирает так и так .  Ну и Торпедо Оренбург Химки ожидать от них фантастической посещаемости наивно 😃",0

Че Спартак здесь?!,1

ЦСКА здесь?!,1

Малком то куда с кривым попаданием🙄,1

Калай ойнады Бразилия,1

"Мантуан хорошо положил,  на скорости, в динамике!✌️",1

Зенитттттттт Чемпионннннннннннннн,1

Мантуан или Уткин,1

"Промес не только легенда Спартака,  но и рпл.  Пока лидеры Вагнер лав и Азмун по 85 голов.  У Промеса 74.  А голы за Спартак во всех турнирах   Титов 106.  Тихонов 90.  Промес 87 )",1

"Гол Промеса типичный для него, красоты тут мало.
Удар Малкома вообще случайность. Корявый, видно сразу.
Ломовицкий это просто катнул мяч туда, куда надо было.
Сулейманов аналогично - замкнул навес и всё.
Более менее красивыми были голы Мантуана и Зиньковского. Там сами атаки выглядели замечательно. Зиньковский так и вовсе напомнил мне типичного форварда из АПЛ, который такие прострелы замыкает 12 на дюжину",1

Судья тащят спермaк будем честны,0

Что красивого в голе Зиньковского? Это обычный рядовой гол,1

Малком и Мантуан,1

Хорошие голы,1

У бомжей одни умпы-лумпы в составе 👍,0

"у бомжей 2ой гол получился хорош и у промеса,четка разыграли тоже",1

Мантуан и Уткин,1

Апл отдыхает,1

1 000 000 000 нытье бездомных забыли),1

"Как-то рано определилась группа лидеров, середняков и аутсайдеров. А Шалимова вообще тренером больше не считать. Мрак.",1

Ну в Зените правда слишком много легионеров. Как-то неправильно. Всё таки чемпионат русский,1

А какой по счёту судья Кукуян отсудивший в пользу Зенита?)),1

"Я ЦСКА и Партизан 

👎Зенит позорище мир РПЛ. 

Псих Спартак первый место упс. 💀👺",0

Кукуян отличился за зенит,1

Спартак хорошо стартовал надеюсь будет конкуренция Зениту. Боролись бы за прямую путёвку в ЛЧ которой теперь не будет несколько лет.,1

По итогу сезона Спартак даже в первую пятёрку не войдёт. По помните моё слово,1

Лучший 🫶,1

"Очередной талантливый голкипер , у которого большое будущее! Российская вратарская школа всегда была в числе сильнейших в мире!",1

"Как всегда на высшем уровне!
Браво,Даня!💥🚀",1

Хороший воротчик растет у Локо,1

Так бы вся команда играла бы,1

в этом эпизоде КС должны были перебивать,1

"Кержаков учись епт, древесный",0

Раз в год и палка стреляет,1

"Помню,как он хотел у Иммобиле отбить) Хорош Даня)",1

Рука бога,1

"Просто напомню, что он пропустил  12 голов в 5 матчах. И Локомотив в этом компоненте худший наравне с НН и Торпедо",1

"Одну пенку отразил и герой сразу. Он даже не топ 5 кипер рпл, часто пропускает вратарские мячи",1

"Худяков, Одоевский, Ломаев, Сафонов хороши, но не  как Игорь",1

"Едвай раньше вбежал, должен был быть перебив",1

"Хороший кипер, а большое количество пропущенных не следствие его ""слабой"" игры; сейчас вся команда, как кусок говна играет.",0

В России всегда были топовые вратари.,1

У паровозов только за однофамильца.🤗👍,1

Тут болше ошибка Глушака....слабо пробил,1

Худяков просто топ!!!! Красавец,1

НИКОГДА!!!! нельзя давать бить пенальти левше!!!!!!,1

А толку?,1

Молодец 👏,1

Отбивать пенальти и держать ближний угол - разные вещи)),1

Мда только локо это не спасает,1

Мне больше понравилось как главный арбитр отразил поражение Локомотива в этом матче.,1

Угадал и все,1

Удачи в клубе,1

опять в голубой фарм перешёл🤣,0

"...ну вот сразу видно,явное ОМОЛОЖЕНИЕ состава...🤣🤣🤣",1

Не поможет,1

Легенда Зенита,1

по рукам пошёл.,1

Добро пожаловать!🤗,1

Удачи Эльмир,1

Какое то дно подписало контракт с дном... Захламление ленты ненужными новостями....,0

"я ищу людей для того чтобы сделать их тренерами 🇫🇷🇪🇸🇮🇹🏴󠁧󠁢󠁥󠁮󠁧󠁿🇩🇪🇷🇺 клубов . Став тренером вы можете изменить схему, Состав и покупать игроков если они будут вам нужны и получить бонусы от руководства",1

Быстрый парень. И ауты бросает хорошо,1

Круговорот физруков продолжается,0

"Шалимов вернулся на матч тв,ранее его место занимал мостовой🤣",1

Зачем на два года? Он раньше убежит опять,1

"Удачи, Виктор Михайлович!",1

"Удачи, вам Виктор Михайлович!",1

Круговорот баблажеров и психов в лиге приколов.,0

Он вытащит Урал из овна,0

Он утопит ещё больше Урал )),0

у Урала проблема с защитниками ...исполнители слабые.,1

Сочувствую Уралу,1

Гончар давай!,1

"Следующий Кучук,потом Красножан...потом можно шалимова брать...🤔",1

Ооооо,1

Если игроки косоногие не значит что тренер убогий…печаль российского футбола «в любой непонятной ситуации меняем тренера»🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,0

Картошечник приехал картошку сажать неохото🤣🤣🤣,0

"Интересно будет, у него с Уралом хорошо получалось.",1

Оба не очень радостный 👹,1

Удачи Витек))),1

В руководстве дело....,1

ВМГ чёт не в лучшей форме,1

Нужно было подписывать не на 2 года а до матча с Ахматом.))),1

Надеюсь все будет гуд,1

"ребят а сколько платят за победу в чемпионате России, кубок России и суперкубок ?",1

Картофельный за татар взялся...мдееее,1

Оо урал вылетит),1

"Григорию Иванову стоило подписывать контракт с главным тренером до конца сезона или до зимнего перерыва,так они неустойку заплатят больше",1

Сочувствую Уралу!,1

"Если Иванов как обычно над душой стоять не будет, то попрëт у Урала!",1

Удачи Виктор Михайлович💪,1

"Удачи!Клуб Жалко ,надо его вытягивать.",1

Тренер оказался некому ненужным ... Типичный рпловский днарь физрук...,0

Уволят,1

Зачем этого придурка взяли?,0

"- Буратино, кто тебя воспитывал?
- Когда папа Карло, когда никто...

Так и с подготовкой Урала к сезону.",1

Удачи 👏👏👏,1

Только в официальной группе по РПЛ фамилию Гончаренко написали правильно...,1

Штанами поменялись?😁,1

Михалычь🔥,1

Биба и боба,0

"Ренат, Слуцкий 3 раза чемпионат,2 раза кубок и 2 раза Суперкубок,а что Гончаренко 2 вторых места смешно.",1

Он был в Урале? Не помню,1

Гончаренко- лев!!!,1

Шо ж они выбирают между двух тренеров.,1

"Ебика Иванова уберите,и все норм будет",0

"А как же Гогниев, журналистика в РФ на уровне жёлтой прессы.",1

Жалко урал стало,1

Ура!Удачи Виктору Михалычу на новом месте!Если ни кто мешать не будет то возможно команда подтянется.,1

Надеюсь поможет Уралу выбраться из подвала,1

все равно Гриша тренер а не эти несчастные с тренерской лицензией🤣,1

Посмотрим...,1

"Удачи, Виктор Михайлович)",1

ВМГ🤙,1

Надеюсь он пропишет Урал выше 12 места. Удачи ему в Урале. 🐝🙏,1

В РУБИН надо было звать,1

пока все друг друга в рпл не перитренеруют это не закончиться,1

В Локо бы тебя🤔,1

Я ждал гогниева,1

"Вооо, теперь Урал подтянется, Гончаренко отличный  тренер, во времена кризиса ЦСКА, он всегда держал команду в 5ке и выжимал максимум",1

Химия подъехала,1

"Толку не будет  , пока Гриша всё решает  , по итогам вылетит урал , должен был вылетать в прошлом сезоне  , повезло  , в этом до свидания",1

с Моховым?,1

"Михалыч гроза арбитров снова в деле, удачи!",1

Круговорот безтолковых тренеришек в рпл,0

"Ойййй, пошли мочить «физрука»… ну серьёзно?.. агонизирующую Кубань в крепкий середняк превратил - физрук??? С Уралом выдал едва ли не лучший спурт команды за время в РПЛ - физрук??? Из средненького Васина сделал основного игрока сборной (даже не пытайтесь вспоминать про несуществовавшие тогда привозы, лучше гляньте его стату за 16-18 гг.) - физрук??? С пенсионерами Берёзами и Игнашом вышел в 1/4 ЛЕ, где едва не хлопнул Венгера, плюс взял 2 серебра - физрук??? С пионеротрядом ЦСКА в первом же матче взял Суперкубок, дважды хлопнул Реал и поставил самый красивый футбол в лиге - физрук??? Краснодар держал полсезона вплотную к призовой тройке - физрук??? Могу ещё столько же позиций накидать

Но нет, вы будете помнить только побег в Белоруссию и два четвёртых места с ЦСКА (без денег, скамейки, везения и с судейским произволом)",1

"Пока слева президент будет прыгать на бровке, Урал будет в очке постоянно",0

"Удачи, Виктор Михайлович!",1

ТЬФУ БЛ.... ДЭБИЛ,0

"Лёгкий кэш для Гончаренко. 2 года это круто , компенсация огромная .",1

Так и хочется написать :Гончаренко!,1

Сбитый летчик,1

У плаксы деньги что то быстро закончились.,0

Толку не будет.,1

Не знает куда пойти,1

Вроде когда то Иванов говорил что Гончаренко руки не подаст,1

ГАнчанеко или ГОнчаренко…?,1

Фууууу,1

Урал только вперёд,1

"я ищу людей для того чтобы сделать их тренерами 🇫🇷🇪🇸🇮🇹🏴󠁧󠁢󠁥󠁮󠁧󠁿🇩🇪🇷🇺 клубов . Став тренером вы можете изменить схему, Состав и покупать игроков если они будут вам нужны и получить бонусы от руководства",1

"Вытащит Урал ,100 процентов.",1

конина задымила ...,0

Урал будет в топ 4,1

удачи,1

Не потянет🤷‍♂️,1

это его уровень пусть вытягивает Урал из подвала,1

"Удачи, ВМГ, верим✌🔥",1

"Почему многие думают, что при замене тренера Команда должна сразу заиграть? А тренировочный процесс? А многое что ещё. Вряд ли 🫤 при смене тренера результаты улучшаться. Там 👈 надо сразу все менять.",1

Как там Агаларов поживает? Сколько уже забил?,1

"Помогите Даше найти игроков зенита в этом списке(это говорит о том что судья лучший бомбардир в Зените , недавно отличился в туре Кукуляк ) , Касьеру у Сочи сперли , а он и не заиграл вообще .",1

15-20 накидает по оконцовке,1

"Вот вам и качество российского футбола, что в целой лиге нет русского футболиста, который составит серьёзную конкуренцию легионерам. 🤷‍♂️",1

Будем делать выводы после последнего тура.,1

Харош,1

Антоха круче всех!,1

Какая мерзкая рожа!!!,0

"Хорошо что забрали из Голландии спасли его от тюрьмы , теперь в России рвёт , мало таких легов осталось у нас )",1
