comment,mark
Ай не красиво твари Лестера поступили с Раньери. Очень некрасиво!,0

"Мне кажется , Холланда 
Не станет новый Агуэро",1

"Ну да, с 8 касаниями мяча за матч и близко не станет😂",1

Вот кого надо было назначать в МЮ,1

"Бурные празднования со словами пошли вы накуй ? Раньери идиот, любой отреагирует на такое. Конте ещё пожалеет что так поступил, карма есть",0

Сон - Кейн - Кулушевски - самая результативная тройка лиги и мира в 2022.Зачем им какой то Дзюба.,1

А что с ним? Почему перестал за Зенит играть?,1

Дзюба в апл? 😁,1

А продлить нельзя,1

Как по мне Дзюба и Глушаков их в Спартак бы Промес Дзюба Глушаков вот Ништяк,1

Кому вообще нужен это дротер,0

"Про топ-5 смешно конечно.. Кокорин уже всё всем доказал!! Это никакущее поколение различных дзюб неплохо шабашнуло: на лимите ленионеров, на сумашедших бабках от госкомпаний, на тупости руководства, которое их приучило к зп в 2млн евро) 
В футбол только так и не научились играть, одна имитация.)",0

"Слушай,ну заебали уже про Дзюбу,он из игрока превратился в пешехода и по сути нахуй он кому нужен,если только не 1 лигу🤣мне уже похуй,где он окажется",0

"Чтооо, его 😂",1

"Пусть шурует вместе с кокорёшей в ФК красава, к клоуну  савину им там самое место 🤣",0

ему полы мыть только,0

Нахуй нужен,0

"МЮ такого игрока теряют он же 1 рукой будет МС выносить, это  же Кантона русский...",1

По фактам,1

Ладно,1

Ой бл...,0

Он чё в АПЛ будни работать)?,1

Сбрей волосы уже,1

Никогда не говори никогда👌😌,1

"Защитник «Челси» Марк Кукурелья заявил , что мю - клуб пидорассов.",0

С гендузи тоже что-то подобное было,1

эта метелка всех скоро заипет,0

"Ошибка это Вар не моя проблема??? Однажды выйдешь в финал, как когдато Челси Барселона и тогда будешь орать что был фол или рука а не ошибка , умей стоят на своеи парикмахер хренов",0

"То есть он мог за футболку тянуть Кути, а его за волосы трогать нельзя? Пусть тогда сделает их короче, а то нытики из челси уже достали.",0

Портухемптон,1

Возьмите Роналду,1

Вот суммы там за трансферы,1

+ещё один португалец,1

Сборная Португалии,1

Было бы интересно если бы они подписали главного португальца😅,1

Сильву дороже брали вроде,1

Даже они лучше проводят трансферную политику чем МЮ,1

Почему они постоянно подписывают португальцев ?,1

"Что все португальцам удивляются? У Мендеша там доля акций, а все игроки с португальскими паспортами в большинстве своём являются клиентами агенства Мендеша. Вот он их и сунет в Вулвз",1

Португалохемптон и брентфордания,1

"Ну так португальцы выстреливают у Волков, почему бы и нет.",1

"Да ни один уважающий себя перспективный игрок не перейдёт в МЮ играть в лигу конференций, а через ещё и в Чемпионшип😏",1

"Какие же отбитые сидят в МЮ , если хотят купить Деста",1

Походу у мю агония...,1

"Тупо Барса заработает 27 лямов ? Где был Челси в январе ,когда он разорвал контракт с Арсеналом",1

"Что это меняет? Пока у игроков нет желание играть, никто им не поможет",1

Кокорин дорогой просто слишком,1

А почему бы им не выкупить всю основу Аякса ?,1

Только не тудааа 😬😬,1

"Тренеришка собирает состав своего уровня.  Тобишь там, где сейчас и находится...",0

Тадича не забудьте 🤑,1

Блинда возьмите еще😁,1

Тен Хаг ещё не понял что Аякс в Апл не сможет заиграть 🤡🤦,1

"По чему нападаюший зачем? 
МЮ защитник и вратар керек.",1

"Гнать в шею 
Развалил реал юве и мю разом",0

Окруженый лев 🦁 Криштиану держись,1

Больше новостей нет???,1

Неужели,1

Такие новости я готов читать весь день,1

Нифига мю уже не поможет,0

"Пусть Мю не радуются . Он привержен той системе где не надо много тратится . А Мю так не любят Глейзеров, хотя они всегда выделяют огромные бабки на трансферы",1

"Видимо большое состояние. Юнайтед дешевле Челси (4 млрд) не продадут, а никто даже половину своего состояния не будет вкладывать в такую дорогостоящую покупку. Видимо далеко больше 10 млрд у него",1

"Народ , вот кто говорит что Глейзеры тратят много денег ??? Вы там чекнулись что ли ??? Клуб в долгах и кредитах , а они покупают крикет клубы и баскетбольные клубы , что они вложили ??? Клуб сам на себя работал и эти пиявки  ещё и высасывали огромные суммы денег из клуба   почитайте хотя бы элементарно за вложения этих упырей !!! Ничего они вклыдывали  с момента покупки только высасывали !!!",0

"Лучше какой не буд шейх купил,",1

"Вложили лярд больше всех в мире, при этом плохие владельцы,покупают звёзд приглашают хороших тренеров,потом они тухнут,виноваты глейзеры,как?",1

"Видимо с федуном знакомы близко, такие же профи",1

"Два гомика , а не семья",0

"Народ, кто шарит за мю объясните почему их хейтят?",1

"Илон Маск покупает муму, он сам уже подтвердил. Он чувак умный, может вставит им в жопы электро батареи, может хоть так их подтолкнёт на нормальную игру, а то как пидоры уже.",0

"Купили курицу которая золотые яйца даёт, накуй продать же",0

Наби Кейта - омерзительная восьмёрка! Зачем присвоил номер Стивена Джеррарда?!,0

Пулишич гавно как мы увидели его в АПЛ,0

Берите Пули в аренду,1

У мю есть шанс так как пулишич с детства болел за мю,1

"Кейта может быть недоволен только тем ,что он часто травмируется и ленивый . Его лига это Лол Лига или Бундеслига",1

Где все гнойные комментщики?,0

А в руках документы «апелляционная жалоба»🤡,1

МЮ лучший клуб 💃 мира,1

"Как сити летом на молодняке сделал бабок, я в ахуе, пусть все учатся у МС, как  продавать тех, кто даже за основу не выходил или выходил, но на пару матчей",0

Его бы постричь,1

"Откуда у Ман Сити столько молодых перспективных игроков ,о которых даже не слышно. И продают их по 20 лямов.  Уже в этом сезоне Каборе ,Делап , Лавиа ,Базуну ушли ,что впервые слышу о них . Например о молодняках Челси хоть знаешь. Галлахер,Броя ,Гилмор и т.д. дать бы таких игроков Клоппу ,сделал бы конфетку . А то уровень молодежи Ливерпуля очень низкая. )",1

"Лотито:""Просто 100 лям, просто КАК ДЕЛА..."" )",1

Белый Погба,1

"Интересная логика. Типа ""Эх, Рабьо не удалось подписать. Возьмём тогда уж Милинковича -Савича. На худой конец, от безысходности""",1

"Конец окна, пылесос включили… бестолковые",0

Фанаты МЮ возрадуйтесь: ваши молитвы были услышаны,1

🤣 опять МЮ,1

Клуб настолько скатился что ему отказывает даже Робье,0

Хотя Савич намного лучше Рабью. Просто эти Глейзеры хотели сэкономить на трансферах,1

"Когда выбрал футбол а не деньги , такая же улыбка и у меня была когда с пацанами рубился в футбол за бесплатно",1

"ПСЖ очищает состав, я доволен",1

"Подумал что это Тиелманс, пока не прочитал",1

Барса молитвой долги будет оплачивать?,1

Без денежный мешок - это Барселона 😂,1

"Он же,попрощался уже..",1

"В принципе можно,  главное прямым конкурентам не давать😉",1

"Пока мю рассматривает, другие покупают",1

Ему только 23 жесть,1

"Сука , беглым взглядом будто  Жирков , я аж ахуел",0

Позиция?,1

Я в Челси тогда буду с Кулибали цз,1

Ему всего 23? Ничего себе,1

Боруссия где,1

Ахахпх🤣,1

Так та в сша нет конкурентов ему на позиции,1

"Ему только 23 жесть, думал ему 24",1

Пуля случайно не травмирован??,1

Ну... надо же придумать что сказать),1

"Продать:
Магваре😡
Мактоминея
Далота
Фрiда

Купить:
Пау Торреса
Уорд Прауза
Йенсена - он правда хорош
Боуэна
И еще на правый фланг защиты, к примеру Врсалько

Отдать капитанскую Кришу, сначала чтобы психолог с ними поработал!

Вернуть Дина Хендерсона и играть дальше с таким составом:

Дин Хендерсон/Де Хея
Лз: Маласия
Цз: Пау Торрес
Цз: Варан
Пз: Ван Биссака/Врсалько
Цп: Ван Де Бек/Йенсен
Цп: Уорд Прауз
Лп: Рашгард
Пп: Санчо/Боуэн
Цап: Бруну/Эриксен
Нап: Роналду

И будет вам топ 4

Все трансферы на вход обойдутся максимум в 150/200 млн

На выходе можно еще 60/70 спокойно отбить

Будучи в Англии, за футболки Уорд Прауза и Боуэна еще лямов 20-30 отобьют, так как Англичане любят своих.

Эх, хотя и болею за шпор, я хотел бы стать Спортдиром МЮ на несколько сезонов, чтобы вывести их на старый уровень",1

Нашли крайнего,1

"- Знаешь как заинтриговать? - Нет, как? - завтра скажу!!))",1

"как Роналдо может вытащить МЮ, если по его вине он там оказался , в яме. Он с начало Ювентус опрокинул , сейчас МЮ. В Реале он там не блатовал. Зидан бычка бы залепил в грудину , и вся звёздность потухла бы.",0

"Когда захочет тогда и об
Яснит.",1

"Роналду уже все , приехал",1

Шутник то такой. А мог бы взять и купить,1

"Думаю он этого не сделает, он же не пидарас",0

хахахха даже бы с илоном маском не вернуть тот мю,1

За МЮ будут играть роботы?,1

".... а потом буду судиться, потому что в команде 80% боты",1

если он это сделает можно увольнять нырялду и выписывать муму из списка пидорасов,0

Уже все кому не лень над МЮ издеваются,1

"Интересно как проходит день Илона Маска?! Наверн нет свободного времени ,голова ,суета и т.д .",1

Хороший трансфер,1

"Классный футболист, выдерживал в Аталанте очень темновой футбол, особенно для Италии, так что для шпор он будет отличным приобритением",1

Пора на повышение в величайший клуб Лондона.,1

"Зачем они собирают этих середняков, если хотят за зону ЛЧ бороться.",1

Амплуа?,1

У русских бомбит,1

"Опять очередной середняк, какое-то слабое ТО у петушков нынче",0

Ждем,1

Староват уже 30 лет,1

На кол эту дрянь посадить. Напару со шлюшкой зиной,0

малиновский хорош круче зины посмотрите.,1

Сулшер все таки с этим составом 2-месту занял,1

"Клопп точно так же сделал, продал всех кто был до него, кроме Хендерсона и милнера. Заново построил клуб. Нужно дать время тренеру",1

Всех врятли,1

Ведь все ещё существует люди которые думают что диас не заменить мане.,1

Мане делал в атаке разницу. С уходом Мане не могут вскрыть автобус команд чемпионшипа)) 🫢,1
